time [s/256],breathing_rate [rpm](/api/datatype/33/),minute_ventilation [mL/min](/api/datatype/36/),sleep_position [NA](/api/datatype/270/),activity [g](/api/datatype/49/),heart_rate [bpm](/api/datatype/19/),cadence [spm](/api/datatype/53/)
448179269120,13,3984.0,,0.0,64,0
448179269376,13,3984.0,,0.0,64,0
448179269632,13,3984.0,,0.0,64,0
448179269888,13,3984.0,,0.0,64,0
448179270144,13,3984.0,,0.0,64,0
448179270400,13,3984.0,,0.0,64,0
448179270656,13,3984.0,,0.0,64,0
448179270912,13,2908.3199999999997,,0.0,64,0
448179271168,12,2908.3199999999997,,0.0,64,0
448179271424,12,2908.3199999999997,,0.0,64,0
448179271680,11,2908.3199999999997,,0.0,64,0
448179271936,11,2868.48,,0.0,63,0
448179272192,12,2868.48,,0.0,63,0
448179272448,12,2868.48,,0.0,64,0
448179272704,12,2868.48,,0.0,64,0
448179272960,12,2868.48,,0.0,64,0
448179273216,12,2868.48,,0.0,64,0
448179273472,12,2868.48,,0.0,64,0
448179273728,12,2868.48,,0.0,64,0
448179273984,12,2868.48,,0.0,64,0
448179274240,12,2868.48,,0.0,65,0
448179274496,11,2337.2799999999997,,0.0,64,0
448179274752,11,2337.2799999999997,,0.0,64,0
448179275008,10,2337.2799999999997,,0.0,64,0
448179275264,10,2337.2799999999997,,0.0,64,0
448179275520,10,2337.2799999999997,,0.0,65,0
448179275776,10,2775.52,,0.0,65,0
448179276032,10,2775.52,,0.0,65,0
448179276288,10,2775.52,,0.0,65,0
448179276544,9,2775.52,,0.0,65,0
448179276800,9,2775.52,,0.0,65,0
448179277056,9,2775.52,,0.0,65,0
448179277312,10,2775.52,,0.0,64,0
448179277568,10,2775.52,,0.0,64,0
448179277824,10,2775.52,,0.0,64,0
448179278080,9,2775.52,,0.0,64,0
448179278336,9,2297.44,,0.0,64,0
448179278592,9,2297.44,,0.0,65,0
448179278848,8,2297.44,,0.0,65,0
448179279104,8,2151.3599999999997,,0.0,65,0
448179279360,8,2151.3599999999997,,0.0,65,0
448179279616,9,2151.3599999999997,,0.0,65,0
448179279872,9,2151.3599999999997,,0.0,65,0
448179280128,9,1660.0,,0.0,65,0
448179280384,9,1660.0,,0.0,65,0
448179280640,9,1660.0,,0.0,66,0
448179280896,9,2164.64,,0.0,66,0
448179281152,10,2164.64,,0.0,66,0
448179281408,11,2204.48,,0.0,66,0
448179281664,11,2204.48,,0.0,66,0
448179281920,11,2204.48,,0.0,66,0
448179282176,11,2403.68,,0.0,65,0
448179282432,13,2403.68,,0.0,65,0
448179282688,14,2403.68,,0.0,65,0
448179282944,14,1925.6,,0.0,65,0
448179283200,14,1925.6,,0.0,65,0
448179283456,15,1925.6,,0.0,65,0
448179283712,15,2748.96,,0.0,66,0
448179283968,18,2748.96,,0.0,66,0
448179284224,20,2748.96,,0.0,66,0
448179284480,20,2669.2799999999997,,0.0,66,0
448179284736,20,2669.2799999999997,,0.0,65,0
448179284992,20,2669.2799999999997,,0.0,66,0
448179285248,20,2988.0,,0.0,66,0
448179285504,20,2988.0,,0.0,66,0
448179285760,21,4316.0,,0.0,67,0
448179286016,21,4316.0,,0.0,68,0
448179286272,21,4316.0,,0.0,68,0
448179286528,21,4316.0,,0.0,68,0
448179286784,21,4223.04,,0.0,68,0
448179287040,21,4223.04,,0.0,68,0
448179287296,21,4223.04,,0.0,69,0
448179287552,20,4130.08,,0.0,69,0
448179287808,20,4130.08,,0.0,69,0
448179288064,20,4302.719999999999,,0.0,69,0
448179288320,21,4302.719999999999,,0.0,69,0
448179288576,21,4302.719999999999,,0.0,69,0
448179288832,21,4156.639999999999,,0.0,70,0
448179289088,21,4156.639999999999,,0.0,70,0
448179289344,21,4156.639999999999,,0.0,70,0
448179289600,21,4156.639999999999,,0.0,70,0
448179289856,21,4156.639999999999,,0.015625,71,0
448179290112,21,6640.0,,0.015625,71,0
448179290368,20,6640.0,,0.0,72,0
448179290624,19,6640.0,,0.015625,72,0
448179290880,19,6640.0,,0.015625,73,0
448179291136,19,6640.0,,0.015625,74,0
448179291392,19,6640.0,,0.0,74,0
448179291648,19,6640.0,,0.0,75,0
448179291904,19,5564.32,,0.0,77,0
448179292160,17,5564.32,,0.0,78,0
448179292416,16,4515.2,,0.0,78,0
448179292672,16,5033.12,,0.0,79,0
448179292928,17,5033.12,,0.0,79,0
448179293184,18,5431.5199999999995,,0.0,78,0
448179293440,18,5431.5199999999995,,0.0,78,0
448179293696,19,5431.5199999999995,,0.0,77,0
448179293952,19,5431.5199999999995,,0.0,75,0
448179294208,19,5431.5199999999995,,0.0,74,0
448179294464,19,5431.5199999999995,,0.0,73,0
448179294720,19,5431.5199999999995,,0.0,72,0
448179294976,19,5431.5199999999995,,0.0,70,0
448179295232,18,4475.36,,0.0,69,0
448179295488,16,4475.36,,0.0,68,0
448179295744,15,4475.36,,0.0,67,0
448179296000,14,5046.4,,0.0,66,0
448179296256,15,5046.4,,0.0,65,0
448179296512,15,5046.4,,0.0,65,0
448179296768,15,5046.4,,0.0,64,0
448179297024,15,2948.16,,0.0,63,0
448179297280,15,2948.16,,0.0,63,0
448179297536,16,2948.16,,0.0,63,0
448179297792,16,3386.3999999999996,,0.0,64,0
448179298048,17,3386.3999999999996,,0.0,64,0
448179298304,18,3200.48,,0.0,64,0
448179298560,18,3200.48,,0.0,64,0
448179298816,18,3200.48,,0.0,64,0
448179299072,18,2815.3599999999997,,0.0,64,0
448179299328,17,2815.3599999999997,,0.0,64,0
448179299584,17,2815.3599999999997,,0.0,64,0
448179299840,17,2509.92,,0.0,64,0
448179300096,17,2509.92,,0.0,64,0
448179300352,16,2509.92,,0.015625,64,0
448179300608,17,3001.2799999999997,,0.015625,65,0
448179300864,18,3001.2799999999997,,0.0,65,0
448179301120,20,2748.96,,0.0,65,0
448179301376,21,2748.96,,0.0,65,0
448179301632,21,2748.96,,0.0,65,0
448179301888,21,3041.12,,0.0,65,0
448179302144,21,3041.12,,0.0,65,0
448179302400,22,3041.12,,0.0,65,0
448179302656,22,3173.92,,0.0,66,0
448179302912,22,3173.92,,0.0,66,0
448179303168,22,3173.92,,0.0,66,0
448179303424,22,3134.08,,0.0,66,0
448179303680,21,3134.08,,0.0,66,0
448179303936,21,3134.08,,0.0,66,0
448179304192,21,3080.96,,0.0,66,0
448179304448,21,3080.96,,0.0,66,0
448179304704,21,3080.96,,0.0,66,0
448179304960,21,3227.04,,0.0,66,0
448179305216,21,3227.04,,0.0,66,0
448179305472,21,3200.48,,0.0,66,0
448179305728,22,3200.48,,0.0,66,0
448179305984,22,3200.48,,0.0,66,0
448179306240,22,2934.8799999999997,,0.0,66,0
448179306496,21,2934.8799999999997,,0.015625,66,0
448179306752,21,2934.8799999999997,,0.015625,66,0
448179307008,21,3306.72,,0.015625,66,0
448179307264,21,3306.72,,0.015625,67,0
448179307520,21,3306.72,,0.0,67,0
448179307776,21,3266.8799999999997,,0.0,67,0
448179308032,21,3266.8799999999997,,0.0,67,0
448179308288,21,3505.9199999999996,,0.0,67,0
448179308544,21,3505.9199999999996,,0.0,67,0
448179308800,21,3505.9199999999996,,0.0,67,0
448179309056,21,3585.6,,0.0,67,0
448179309312,21,3585.6,,0.0,67,0
448179309568,21,3585.6,,0.0,67,0
448179309824,21,3917.6,,0.0,67,0
448179310080,21,3917.6,,0.0,67,0
448179310336,21,3917.6,,0.0,67,0
448179310592,21,3917.6,,0.0,67,0
448179310848,21,3652.0,,0.0,67,0
448179311104,21,3652.0,,0.0,66,0
448179311360,21,3479.3599999999997,,0.0,66,0
448179311616,21,3479.3599999999997,,0.0,66,0
448179311872,21,3479.3599999999997,,0.0,66,0
448179312128,21,3107.52,,0.0,66,0
448179312384,21,3107.52,,0.0,66,0
448179312640,21,3107.52,,0.0,66,0
448179312896,21,3067.68,,0.0,66,0
448179313152,21,3067.68,,0.0,66,0
448179313408,21,3067.68,,0.0,66,0
448179313664,21,3094.24,,0.0,66,0
448179313920,21,3094.24,,0.0,66,0
448179314176,20,3094.24,,0.0,66,0
448179314432,20,3173.92,,0.015625,66,0
448179314688,20,3173.92,,0.0,67,0
448179314944,20,3173.92,,0.0,67,0
448179315200,20,2841.92,,0.0,67,0
448179315456,20,2841.92,,0.0,67,0
448179315712,20,2841.92,,0.0,67,0
448179315968,20,2881.7599999999998,,0.0,67,0
448179316224,20,2881.7599999999998,,0.0,67,0
448179316480,20,2881.7599999999998,,0.0,67,0
448179316736,21,2881.7599999999998,,0.0,67,0
448179316992,21,2881.7599999999998,,0.0,68,0
448179317248,21,2881.7599999999998,,0.015625,68,0
448179317504,20,3107.52,,0.0,68,0
448179317760,19,3107.52,,0.0,67,0
448179318016,18,3107.52,,0.0,67,0
448179318272,17,2895.04,,0.0,67,0
448179318528,17,2895.04,,0.0,67,0
448179318784,17,2895.04,,0.0,67,0
448179319040,17,3134.08,,0.015625,67,0
448179319296,17,3134.08,,0.015625,68,0
448179319552,17,3466.08,,0.015625,68,0
448179319808,18,3466.08,,0.0,69,0
448179320064,18,3466.08,,0.0,69,0
448179320320,18,3917.6,,0.0,69,0
448179320576,18,3917.6,,0.0,69,0
448179320832,18,3917.6,,0.015625,70,0
448179321088,18,3917.6,,0.0,71,0
448179321344,18,4050.3999999999996,,0.015625,71,0
448179321600,18,4050.3999999999996,,0.0,72,0
448179321856,18,4820.639999999999,,0.0,72,0
448179322112,18,4820.639999999999,,0.0,72,0
448179322368,19,4980.0,,0.0,73,0
448179322624,21,4980.0,,0.0,73,0
448179322880,22,5803.36,,0.0,72,0
448179323136,23,5803.36,,0.0,72,0
448179323392,24,5936.16,,0.0,72,0
448179323648,25,5936.16,,0.0,72,0
448179323904,25,5936.16,,0.0,72,0
448179324160,25,5590.88,,0.015625,72,0
448179324416,24,5590.88,,0.0,72,0
448179324672,23,5590.88,,0.0,71,0
448179324928,23,4833.92,,0.0,70,0
448179325184,23,4833.92,,0.0,70,0
448179325440,24,4900.32,,0.015625,70,0
448179325696,24,4900.32,,0.0,70,0
448179325952,25,4900.32,,0.0,70,0
448179326208,25,3864.48,,0.0,70,0
448179326464,25,3864.48,,0.0,70,0
448179326720,24,4262.88,,0.0,70,0
448179326976,24,4262.88,,0.0,69,0
448179327232,24,4262.88,,0.0,69,0
448179327488,24,4183.2,,0.0,69,0
448179327744,24,4183.2,,0.0,69,0
448179328000,23,4183.2,,0.0,69,0
448179328256,23,3851.2,,0.0,69,0
448179328512,22,3851.2,,0.0,69,0
448179328768,22,4169.92,,0.0,68,0
448179329024,23,4169.92,,0.0,68,0
448179329280,23,4169.92,,0.0,68,0
448179329536,24,4090.24,,0.0,67,0
448179329792,24,4090.24,,0.0,67,0
448179330048,24,4090.24,,0.0,67,0
448179330304,23,3877.7599999999998,,0.0,67,0
448179330560,23,3877.7599999999998,,0.0,67,0
448179330816,23,4143.36,,0.0,67,0
448179331072,23,4143.36,,0.0,67,0
448179331328,23,4143.36,,0.0,67,0
448179331584,23,3718.3999999999996,,0.0,66,0
448179331840,22,3718.3999999999996,,0.0,66,0
448179332096,22,3718.3999999999996,,0.0,66,0
448179332352,22,3227.04,,0.015625,66,0
448179332608,22,3227.04,,0.0,66,0
448179332864,21,3227.04,,0.0,66,0
448179333120,21,3227.04,,0.0,66,0
448179333376,21,3200.48,,0.0,66,0
448179333632,21,3200.48,,0.0,66,0
448179333888,21,3200.48,,0.0,66,0
448179334144,21,2549.7599999999998,,0.0,66,0
448179334400,20,2549.7599999999998,,0.0,66,0
448179334656,20,2549.7599999999998,,0.0,66,0
448179334912,20,2709.12,,0.0,66,0
448179335168,20,2709.12,,0.0,66,0
448179335424,20,4076.9599999999996,,0.0,66,0
448179335680,20,4076.9599999999996,,0.0,66,0
448179335936,20,4076.9599999999996,,0.015625,66,0
448179336192,20,4076.9599999999996,,0.015625,66,0
448179336448,20,4076.9599999999996,,0.0,66,0
448179336704,20,4076.9599999999996,,0.0,66,0
448179336960,20,3731.68,,0.015625,66,0
448179337216,18,3731.68,,0.0,67,0
448179337472,17,3731.68,,0.0,67,0
448179337728,17,3731.68,,0.0,67,0
448179337984,17,3731.68,,0.0,68,0
448179338240,17,3731.68,,0.01953125,69,0
448179338496,17,3731.68,,0.015625,69,0
448179338752,17,3731.68,,0.0,69,0
448179339008,17,3731.68,,0.0,69,0
448179339264,17,3731.68,,0.015625,70,0
448179339520,17,3373.12,,0.0,70,0
448179339776,15,3373.12,,0.0,71,0
448179340032,14,3731.68,,0.0,71,0
448179340288,14,3731.68,,0.0,71,0
448179340544,14,3731.68,,0.0,72,0
448179340800,14,3731.68,,0.015625,72,0
448179341056,14,4369.12,,0.0,72,0
448179341312,14,4369.12,,0.0,72,0
448179341568,14,4369.12,,0.0,72,0
448179341824,14,4316.0,,0.0,71,0
448179342080,14,4316.0,,0.0,70,0
448179342336,14,4316.0,,0.0,70,0
448179342592,13,4316.0,,0.0,70,0
448179342848,13,4316.0,,0.0,70,0
448179343104,13,4316.0,,0.0,69,0
448179343360,14,4316.0,,0.0,69,0
448179343616,14,4316.0,,0.0,69,0
448179343872,13,3891.04,,0.0,69,0
448179344128,13,3891.04,,0.0,69,0
448179344384,12,3891.04,,0.0,69,0
448179344640,12,3160.64,,0.0,69,0
448179344896,12,3160.64,,0.0,68,0
448179345152,12,3160.64,,0.0,68,0
448179345408,12,3160.64,,0.0,69,0
448179345664,12,3147.3599999999997,,0.0,69,0
448179345920,13,3665.2799999999997,,0.0,69,0
448179346176,15,3665.2799999999997,,0.0,69,0
448179346432,16,3665.2799999999997,,0.0,69,0
448179346688,17,3665.2799999999997,,0.0,69,0
448179346944,17,3346.56,,0.0,69,0
448179347200,16,3346.56,,0.0,69,0
448179347456,16,3346.56,,0.0,68,0
448179347712,15,3346.56,,0.015625,68,0
448179347968,15,2576.3199999999997,,0.015625,68,0
448179348224,16,2576.3199999999997,,0.015625,68,0
448179348480,16,2576.3199999999997,,0.015625,68,0
448179348736,16,2576.3199999999997,,0.015625,68,0
448179348992,16,2576.3199999999997,,0.0,68,0
448179349248,16,2576.3199999999997,,0.0,69,0
448179349504,15,2324.0,,0.0,69,0
448179349760,15,2324.0,,0.015625,69,0
448179350016,15,2841.92,,0.0,70,0
448179350272,16,2841.92,,0.0,70,0
448179350528,17,2841.92,,0.015625,70,0
448179350784,17,2788.7999999999997,,0.015625,70,0
448179351040,17,2788.7999999999997,,0.015625,70,0
448179351296,17,2788.7999999999997,,0.0,70,0
448179351552,17,2895.04,,0.0,70,0
448179351808,18,2895.04,,0.0,70,0
448179352064,18,2895.04,,0.0,70,0
448179352320,18,2908.3199999999997,,0.0,69,0
448179352576,17,2908.3199999999997,,0.0,69,0
448179352832,17,2908.3199999999997,,0.0,69,0
448179353088,17,2788.7999999999997,,0.0,68,0
448179353344,17,2788.7999999999997,,0.0,68,0
448179353600,17,2788.7999999999997,,0.0,67,0
448179353856,17,2934.8799999999997,,0.0,67,0
448179354112,17,2934.8799999999997,,0.0,67,0
448179354368,17,2934.8799999999997,,0.0,67,0
448179354624,18,2934.8799999999997,,0.0,67,0
448179354880,18,3479.3599999999997,,0.0,66,0
448179355136,19,3479.3599999999997,,0.0,66,0
448179355392,20,3027.8399999999997,,0.0,66,0
448179355648,20,3027.8399999999997,,0.0,65,0
448179355904,20,3027.8399999999997,,0.0,65,0
448179356160,20,3027.8399999999997,,0.0,66,0
448179356416,20,3253.6,,0.0,66,0
448179356672,20,3253.6,,0.0,66,0
448179356928,20,3253.6,,0.0,66,0
448179357184,19,3333.2799999999997,,0.0,65,0
448179357440,19,3333.2799999999997,,0.0,65,0
448179357696,19,3333.2799999999997,,0.0,65,0
448179357952,19,3333.2799999999997,,0.0,65,0
448179358208,19,2908.3199999999997,,0.0,65,0
448179358464,18,2908.3199999999997,,0.0,66,0
448179358720,18,3120.7999999999997,,0.0,66,0
448179358976,19,3120.7999999999997,,0.0,66,0
448179359232,19,3120.7999999999997,,0.0,66,0
448179359488,19,3120.7999999999997,,0.0,66,0
448179359744,19,3054.3999999999996,,0.0,66,0
448179360000,19,3054.3999999999996,,0.0,66,0
448179360256,19,2988.0,,0.0,66,0
448179360512,19,2988.0,,0.0,66,0
448179360768,19,2988.0,,0.0,66,0
448179361024,19,2988.0,,0.0,66,0
448179361280,19,3944.16,,0.0,66,0
448179361536,19,3944.16,,0.0,67,0
448179361792,19,3944.16,,0.0,67,0
448179362048,19,3944.16,,0.0,67,0
448179362304,19,3944.16,,0.0,68,0
448179362560,19,3944.16,,0.0,68,0
448179362816,18,3399.68,,0.0,69,0
448179363072,18,3399.68,,0.015625,69,0
448179363328,17,3399.68,,0.015625,70,0
448179363584,17,3399.68,,0.0,70,0
448179363840,16,3160.64,,0.0,70,0
448179364096,16,3160.64,,0.0,71,0
448179364352,16,3160.64,,0.0,71,0
448179364608,16,3160.64,,0.0,71,0
448179364864,16,3266.8799999999997,,0.0,71,0
448179365120,16,3266.8799999999997,,0.0,71,0
448179365376,16,3519.2,,0.0,71,0
448179365632,16,3519.2,,0.0,71,0
448179365888,16,3519.2,,0.0,71,0
448179366144,16,3705.12,,0.015625,71,0
448179366400,16,3705.12,,0.0,70,0
448179366656,16,3705.12,,0.0,70,0
448179366912,17,3705.12,,0.015625,69,0
448179367168,17,3705.12,,0.0,69,0
448179367424,16,3412.96,,0.0,69,0
448179367680,16,3412.96,,0.0,69,0
448179367936,15,3412.96,,0.015625,69,0
448179368192,15,3412.96,,0.015625,70,0
448179368448,15,2841.92,,0.0,70,0
448179368704,15,2841.92,,0.0,70,0
448179368960,15,2841.92,,0.0,71,0
448179369216,15,2841.92,,0.0,71,0
448179369472,15,3041.12,,0.015625,71,0
448179369728,15,3041.12,,0.0,71,0
448179369984,16,3266.8799999999997,,0.0,71,0
448179370240,17,3266.8799999999997,,0.0,71,0
448179370496,17,3266.8799999999997,,0.0,71,0
448179370752,17,3479.3599999999997,,0.0,71,0
448179371008,18,3479.3599999999997,,0.0,71,0
448179371264,18,3479.3599999999997,,0.0,71,0
448179371520,18,3479.3599999999997,,0.0,71,0
448179371776,18,3479.3599999999997,,0.0,71,0
448179372032,18,3479.3599999999997,,0.015625,71,0
448179372288,18,3479.3599999999997,,0.0,70,0
448179372544,18,3479.3599999999997,,0.0,70,0
448179372800,17,3399.68,,0.0,70,0
448179373056,16,3399.68,,0.015625,70,0
448179373312,15,3399.68,,0.0,70,0
448179373568,14,3359.8399999999997,,0.0,70,0
448179373824,14,3359.8399999999997,,0.0,71,0
448179374080,14,3359.8399999999997,,0.015625,71,0
448179374336,14,3824.64,,0.0,71,0
448179374592,15,3824.64,,0.015625,71,0
448179374848,15,3824.64,,0.0,71,0
448179375104,16,4422.24,,0.0,72,0
448179375360,16,4422.24,,0.0,72,0
448179375616,16,4422.24,,0.0,72,0
448179375872,16,4422.24,,0.0,72,0
448179376128,16,4422.24,,0.0,72,0
448179376384,16,4369.12,,0.0,73,0
448179376640,15,4369.12,,0.0,73,0
448179376896,15,4369.12,,0.0,73,0
448179377152,15,4661.28,,0.0,73,0
448179377408,15,4661.28,,0.0,73,0
448179377664,15,4661.28,,0.0,73,0
448179377920,15,4541.76,,0.0,72,0
448179378176,15,4541.76,,0.0,72,0
448179378432,15,4541.76,,0.0,72,0
448179378688,15,4541.76,,0.0,71,0
448179378944,15,4541.76,,0.0,71,0
448179379200,15,4608.16,,0.0,70,0
448179379456,16,4608.16,,0.0,69,0
448179379712,16,4608.16,,0.0,69,0
448179379968,16,4408.96,,0.0,69,0
448179380224,16,4408.96,,0.0,69,0
448179380480,17,4408.96,,0.0,69,0
448179380736,16,4382.4,,0.0,69,0
448179380992,16,4382.4,,0.0,69,0
448179381248,16,4382.4,,0.0,69,0
448179381504,16,4382.4,,0.0,69,0
448179381760,16,3598.8799999999997,,0.0,69,0
448179382016,16,3598.8799999999997,,0.0,69,0
448179382272,17,3837.9199999999996,,0.0,69,0
448179382528,17,3837.9199999999996,,0.0,69,0
448179382784,18,3837.9199999999996,,0.0,69,0
448179383040,18,3837.9199999999996,,0.0,69,0
448179383296,18,3306.72,,0.0,69,0
448179383552,17,3306.72,,0.0,69,0
448179383808,17,3306.72,,0.015625,69,0
448179384064,17,3213.7599999999998,,0.0,69,0
448179384320,17,3213.7599999999998,,0.0,69,0
448179384576,17,3213.7599999999998,,0.0,68,0
448179384832,18,2921.6,,0.0,68,0
448179385088,19,2921.6,,0.0,68,0
448179385344,19,2921.6,,0.0,68,0
448179385600,19,3041.12,,0.0,67,0
448179385856,19,3041.12,,0.0,67,0
448179386112,20,3041.12,,0.0,67,0
448179386368,20,2735.68,,0.0,67,0
448179386624,20,2735.68,,0.0,67,0
448179386880,20,2735.68,,0.0,67,0
448179387136,20,3227.04,,0.0,67,0
448179387392,20,3227.04,,0.0,67,0
448179387648,20,3227.04,,0.0,67,0
448179387904,20,3147.3599999999997,,0.0,67,0
448179388160,20,3147.3599999999997,,0.0,67,0
448179388416,20,3147.3599999999997,,0.0,67,0
448179388672,19,3452.7999999999997,,0.0,67,0
448179388928,20,3452.7999999999997,,0.0,67,0
448179389184,20,3452.7999999999997,,0.0,67,0
448179389440,20,3572.3199999999997,,0.0,67,0
448179389696,20,3572.3199999999997,,0.0,66,0
448179389952,20,3572.3199999999997,,0.0,66,0
448179390208,20,3399.68,,0.0,66,0
448179390464,20,3399.68,,0.0,66,0
448179390720,20,3625.4399999999996,,0.0,66,0
448179390976,20,3625.4399999999996,,0.0,66,0
448179391232,21,3625.4399999999996,,0.0,66,0
448179391488,20,3837.9199999999996,,0.0,66,0
448179391744,20,3837.9199999999996,,0.0,66,0
448179392000,20,3837.9199999999996,,0.0,66,0
448179392256,20,3452.7999999999997,,0.0,65,0
448179392512,20,3452.7999999999997,,0.0,65,0
448179392768,20,3452.7999999999997,,0.0,65,0
448179393024,20,3280.16,,0.0,65,0
448179393280,20,3280.16,,0.0,65,0
448179393536,20,3280.16,,0.0,65,0
448179393792,20,3173.92,,0.0,66,0
448179394048,20,3173.92,,0.0,66,0
448179394304,20,3173.92,,0.0,66,0
448179394560,20,3373.12,,0.0,66,0
448179394816,20,3373.12,,0.0,66,0
448179395072,20,3373.12,,0.0,67,0
448179395328,20,4156.639999999999,,0.0,67,0
448179395584,20,4156.639999999999,,0.0,67,0
448179395840,20,4156.639999999999,,0.0,67,0
448179396096,20,4130.08,,0.0,67,0
448179396352,20,4130.08,,0.0,68,0
448179396608,20,4130.08,,0.0,68,0
448179396864,20,4103.5199999999995,,0.0,68,0
448179397120,20,4103.5199999999995,,0.0,68,0
448179397376,20,4169.92,,0.0,68,0
448179397632,20,4169.92,,0.0,68,0
448179397888,21,4169.92,,0.0,69,0
448179398144,21,4701.12,,0.0,69,0
448179398400,21,4701.12,,0.015625,69,0
448179398656,21,4701.12,,0.0,69,0
448179398912,21,5019.84,,0.0,69,0
448179399168,21,5019.84,,0.0,69,0
448179399424,21,5019.84,,0.0,69,0
448179399680,21,5019.84,,0.0,69,0
448179399936,21,4448.8,,0.0,69,0
448179400192,20,4448.8,,0.0,68,0
448179400448,20,4448.8,,0.0,68,0
448179400704,20,3798.08,,0.0,68,0
448179400960,20,3798.08,,0.0,68,0
448179401216,20,3798.08,,0.0,68,0
448179401472,20,3798.08,,0.0,67,0
448179401728,20,3744.96,,0.0,67,0
448179401984,20,3744.96,,0.0,66,0
448179402240,20,3744.96,,0.0,66,0
448179402496,20,3532.48,,0.0,65,0
448179402752,19,3532.48,,0.0,65,0
448179403008,19,3532.48,,0.0,65,0
448179403264,18,3598.8799999999997,,0.0,65,0
448179403520,18,3598.8799999999997,,0.0,65,0
448179403776,18,3598.8799999999997,,0.0,65,0
448179404032,19,3598.8799999999997,,0.0,65,0
448179404288,18,3731.68,,0.0,65,0
448179404544,18,3731.68,,0.0,65,0
448179404800,18,3731.68,,0.0,65,0
448179405056,18,3240.3199999999997,,0.0,65,0
448179405312,18,3240.3199999999997,,0.0,65,0
448179405568,18,3771.52,,0.0,66,0
448179405824,18,3771.52,,0.0,66,0
448179406080,19,3771.52,,0.0,66,0
448179406336,19,3771.52,,0.0,67,0
448179406592,19,3652.0,,0.0,67,0
448179406848,19,3652.0,,0.0,67,0
448179407104,19,3652.0,,0.0,67,0
448179407360,18,3824.64,,0.0,67,0
448179407616,18,3824.64,,0.0,67,0
448179407872,18,3824.64,,0.0,67,0
448179408128,19,3824.64,,0.0,67,0
448179408384,19,3837.9199999999996,,0.0,67,0
448179408640,19,3837.9199999999996,,0.0,67,0
448179408896,19,3837.9199999999996,,0.0,67,0
448179409152,19,3851.2,,0.0,66,0
448179409408,18,3851.2,,0.0,66,0
448179409664,18,3851.2,,0.0,66,0
448179409920,18,3333.2799999999997,,0.0,66,0
448179410176,18,3333.2799999999997,,0.0,66,0
448179410432,18,3333.2799999999997,,0.0,66,0
448179410688,18,3625.4399999999996,,0.0,66,0
448179410944,18,3625.4399999999996,,0.0,66,0
448179411200,18,3625.4399999999996,,0.0,66,0
448179411456,19,3625.4399999999996,,0.0,66,0
448179411712,18,3200.48,,0.0,66,0
448179411968,18,3200.48,,0.0,66,0
448179412224,18,3200.48,,0.0,66,0
448179412480,18,3200.48,,0.0,66,0
448179412736,18,3253.6,,0.0,66,0
448179412992,17,3253.6,,0.0,66,0
448179413248,17,3187.2,,0.0,66,0
448179413504,18,3187.2,,0.0,66,0
448179413760,18,3187.2,,0.0,67,0
448179414016,18,3253.6,,0.0,67,0
448179414272,18,3253.6,,0.0,67,0
448179414528,18,3253.6,,0.015625,67,0
448179414784,19,3691.8399999999997,,0.015625,67,0
448179415040,19,3691.8399999999997,,0.0,68,0
448179415296,19,3691.8399999999997,,0.015625,68,0
448179415552,19,3798.08,,0.0,68,0
448179415808,19,3798.08,,0.0,69,0
448179416064,19,3798.08,,0.0,70,0
448179416320,19,3798.08,,0.0,70,0
448179416576,19,3718.3999999999996,,0.0,70,0
448179416832,19,3718.3999999999996,,0.0,70,0
448179417088,19,3718.3999999999996,,0.0,70,0
448179417344,19,4143.36,,0.0,70,0
448179417600,19,4143.36,,0.0,70,0
448179417856,19,4143.36,,0.0,71,0
448179418112,19,3997.2799999999997,,0.0,70,0
448179418368,20,3997.2799999999997,,0.0,70,0
448179418624,20,3997.2799999999997,,0.0,71,0
448179418880,20,3997.2799999999997,,0.0,70,0
448179419136,20,3811.3599999999997,,0.015625,70,0
448179419392,19,3811.3599999999997,,0.0,70,0
448179419648,19,3811.3599999999997,,0.0,69,0
448179419904,19,3545.7599999999998,,0.0,69,0
448179420160,18,3545.7599999999998,,0.015625,69,0
448179420416,18,3545.7599999999998,,0.0,69,0
448179420672,18,3014.56,,0.0,69,0
448179420928,18,3014.56,,0.0,69,0
448179421184,18,3014.56,,0.0,70,0
448179421440,18,2934.8799999999997,,0.015625,69,0
448179421696,18,2934.8799999999997,,0.0,69,0
448179421952,18,2934.8799999999997,,0.0,69,0
448179422208,18,2934.8799999999997,,0.0,69,0
448179422464,18,3014.56,,0.015625,69,0
448179422720,18,3014.56,,0.0,69,0
448179422976,18,3014.56,,0.0,69,0
448179423232,18,2762.24,,0.0,68,0
448179423488,18,2762.24,,0.0,68,0
448179423744,18,2762.24,,0.0,69,0
448179424000,18,3014.56,,0.0,69,0
448179424256,18,3014.56,,0.0,68,0
448179424512,18,3014.56,,0.0,69,0
448179424768,18,3014.56,,0.0,69,0
448179425024,18,3027.8399999999997,,0.015625,69,0
448179425280,18,3027.8399999999997,,0.0,69,0
448179425536,18,3027.8399999999997,,0.0,69,0
448179425792,18,3399.68,,0.015625,69,0
448179426048,18,3399.68,,0.0,69,0
448179426304,18,3399.68,,0.0,69,0
448179426560,18,3399.68,,0.0,69,0
448179426816,18,3320.0,,0.015625,69,0
448179427072,18,3320.0,,0.01953125,69,0
448179427328,18,3320.0,,0.015625,69,0
