time [s/256],breathing_rate [rpm](/api/datatype/33/),minute_ventilation [mL/min](/api/datatype/36/),sleep_position [NA](/api/datatype/270/),activity [g](/api/datatype/49/),heart_rate [bpm](/api/datatype/19/),cadence [spm](/api/datatype/53/)
448178951168,16,3147.3599999999997,,0.0,69,0
448178951424,16,3492.64,,0.0,70,0
448178951680,16,3492.64,,0.0,70,0
448178951936,17,3492.64,,0.0,70,0
448178952192,17,3492.64,,0.0,71,0
448178952448,17,3213.7599999999998,,0.0,71,0
448178952704,17,3213.7599999999998,,0.0,71,0
448178952960,17,3213.7599999999998,,0.0,70,0
448178953216,17,3213.7599999999998,,0.0,70,0
448178953472,17,3213.7599999999998,,0.0,69,0
448178953728,17,3213.7599999999998,,0.0,69,0
448178953984,17,3320.0,,0.0,69,0
448178954240,17,3320.0,,0.0,69,0
448178954496,18,3320.0,,0.0,69,0
448178954752,18,3147.3599999999997,,0.0,69,0
448178955008,17,3147.3599999999997,,0.0,69,0
448178955264,17,3147.3599999999997,,0.0,69,0
448178955520,17,3731.68,,0.0,69,0
448178955776,18,3731.68,,0.0,69,0
448178956032,18,3731.68,,0.0,69,0
448178956288,18,3412.96,,0.0,69,0
448178956544,18,3412.96,,0.0,69,0
448178956800,18,3412.96,,0.0,69,0
448178957056,18,3505.9199999999996,,0.0,69,0
448178957312,19,3505.9199999999996,,0.0,69,0
448178957568,19,3505.9199999999996,,0.0,69,0
448178957824,20,3904.3199999999997,,0.0,69,0
448178958080,20,3904.3199999999997,,0.0,69,0
448178958336,20,3904.3199999999997,,0.0,69,0
448178958592,20,3904.3199999999997,,0.0,68,0
448178958848,20,3904.3199999999997,,0.0,68,0
448178959104,20,3904.3199999999997,,0.0,67,0
448178959360,20,3904.3199999999997,,0.0,67,0
448178959616,20,3094.24,,0.0,67,0
448178959872,18,3094.24,,0.0,67,0
448178960128,17,3120.7999999999997,,0.0,67,0
448178960384,17,3120.7999999999997,,0.0,67,0
448178960640,18,3120.7999999999997,,0.0,67,0
448178960896,18,3479.3599999999997,,0.0,67,0
448178961152,18,3479.3599999999997,,0.0,66,0
448178961408,18,3479.3599999999997,,0.0,66,0
448178961664,18,3412.96,,0.0,66,0
448178961920,17,3412.96,,0.0,66,0
448178962176,17,3412.96,,0.0,66,0
448178962432,17,3412.96,,0.0,66,0
448178962688,17,3293.44,,0.0,66,0
448178962944,17,3293.44,,0.0,67,0
448178963200,17,3373.12,,0.0,66,0
448178963456,17,3373.12,,0.0,66,0
448178963712,17,3373.12,,0.0,66,0
448178963968,17,3492.64,,0.0,66,0
448178964224,17,3492.64,,0.0,66,0
448178964480,17,3492.64,,0.0,66,0
448178964736,18,4223.04,,0.0,66,0
448178964992,19,4223.04,,0.0,66,0
448178965248,20,4223.04,,0.0,66,0
448178965504,20,4223.04,,0.0,66,0
448178965760,20,4223.04,,0.0,66,0
448178966016,20,3758.24,,0.0,66,0
448178966272,19,3758.24,,0.0,66,0
448178966528,18,3758.24,,0.0,66,0
448178966784,17,3466.08,,0.0,66,0
448178967040,18,3466.08,,0.0,66,0
448178967296,18,3466.08,,0.0,66,0
448178967552,18,3466.08,,0.0,66,0
448178967808,18,2895.04,,0.015625,66,0
448178968064,18,2895.04,,0.0,66,0
448178968320,18,2895.04,,0.0,66,0
448178968576,18,2974.72,,0.0,66,0
448178968832,18,2974.72,,0.0,67,0
448178969088,18,3160.64,,0.0,67,0
448178969344,18,3160.64,,0.0,67,0
448178969600,18,3160.64,,0.0,67,0
448178969856,18,2669.2799999999997,,0.0,68,0
448178970112,18,2669.2799999999997,,0.015625,68,0
448178970368,18,2669.2799999999997,,0.0,68,0
448178970624,18,2841.92,,0.0,68,0
448178970880,18,2841.92,,0.0,68,0
448178971136,18,2841.92,,0.0,68,0
448178971392,18,2841.92,,0.0,67,0
448178971648,18,3067.68,,0.0,67,0
448178971904,19,3067.68,,0.0,67,0
448178972160,19,3134.08,,0.0,67,0
448178972416,20,3134.08,,0.0,67,0
448178972672,20,3134.08,,0.015625,67,0
448178972928,20,3452.7999999999997,,0.0,67,0
448178973184,20,3452.7999999999997,,0.0,67,0
448178973440,20,3452.7999999999997,,0.0,67,0
448178973696,20,3492.64,,0.0,66,0
448178973952,20,3492.64,,0.0,66,0
448178974208,20,3492.64,,0.0,66,0
448178974464,20,3213.7599999999998,,0.0,66,0
448178974720,20,3213.7599999999998,,0.0,66,0
448178974976,20,3213.7599999999998,,0.0,66,0
448178975232,20,3213.7599999999998,,0.0,66,0
448178975488,20,3652.0,,0.0,66,0
448178975744,20,3652.0,,0.0,66,0
448178976000,20,3652.0,,0.0,66,0
448178976256,20,3519.2,,0.0,66,0
448178976512,20,3519.2,,0.0,66,0
448178976768,20,3519.2,,0.0,66,0
448178977024,19,3864.48,,0.015625,66,0
448178977280,19,3864.48,,0.0,66,0
448178977536,19,3864.48,,0.0,67,0
448178977792,19,4435.5199999999995,,0.0,67,0
448178978048,19,4435.5199999999995,,0.0,67,0
448178978304,19,4435.5199999999995,,0.0,68,0
448178978560,19,4435.5199999999995,,0.0,68,0
448178978816,19,4329.28,,0.0,67,0
448178979072,18,4329.28,,0.0,67,0
448178979328,18,4329.28,,0.0,67,0
448178979584,18,4063.68,,0.0,67,0
448178979840,18,4063.68,,0.0,68,0
448178980096,18,4063.68,,0.0,68,0
448178980352,18,4594.88,,0.0,68,0
448178980608,18,4594.88,,0.0,68,0
448178980864,18,4594.88,,0.0,68,0
448178981120,19,4143.36,,0.015625,68,0
448178981376,19,4143.36,,0.0,68,0
448178981632,19,4674.5599999999995,,0.015625,68,0
448178981888,19,4674.5599999999995,,0.0,68,0
448178982144,20,4594.88,,0.0,68,0
448178982400,21,4594.88,,0.0,68,0
448178982656,21,4594.88,,0.015625,69,0
448178982912,21,4183.2,,0.015625,69,0
448178983168,21,4183.2,,0.015625,70,0
448178983424,22,4183.2,,0.015625,70,0
448178983680,22,4448.8,,0.0,70,0
448178983936,22,4448.8,,0.0,70,0
448178984192,22,4448.8,,0.0,70,0
448178984448,22,4847.2,,0.0,70,0
448178984704,22,4847.2,,0.0,70,0
448178984960,22,4847.2,,0.0,70,0
448178985216,22,4528.48,,0.0,70,0
448178985472,22,4528.48,,0.0,70,0
448178985728,22,4528.48,,0.015625,70,0
448178985984,21,4714.4,,0.015625,70,0
448178986240,21,4714.4,,0.015625,70,0
448178986496,21,4714.4,,0.015625,70,0
448178986752,21,4714.4,,0.015625,70,0
448178987008,21,4342.5599999999995,,0.0,70,0
448178987264,21,4342.5599999999995,,0.0,70,0
448178987520,20,4342.5599999999995,,0.0,70,0
448178987776,20,4196.48,,0.0,70,0
448178988032,19,4196.48,,0.0,71,0
448178988288,19,4196.48,,0.0,71,0
448178988544,19,4355.84,,0.0,72,0
448178988800,19,4355.84,,0.015625,72,0
448178989056,19,4355.84,,0.015625,72,0
448178989312,19,4355.84,,0.0,72,0
448178989568,19,4169.92,,0.015625,72,0
448178989824,18,4169.92,,0.015625,72,0
448178990080,18,4169.92,,0.0,72,0
448178990336,18,4169.92,,0.0,72,0
448178990592,18,4169.92,,0.015625,72,0
448178990848,18,4169.92,,0.015625,71,0
448178991104,18,4169.92,,0.0,71,0
448178991360,17,3705.12,,0.015625,71,0
448178991616,17,3705.12,,0.0,70,0
448178991872,16,3705.12,,0.0,69,0
448178992128,16,3306.72,,0.015625,69,0
448178992384,16,3306.72,,0.0,69,0
448178992640,16,3346.56,,0.0,69,0
448178992896,16,3346.56,,0.0,68,0
448178993152,16,3346.56,,0.0,68,0
448178993408,16,3346.56,,0.0,67,0
448178993664,16,3041.12,,0.0,67,0
448178993920,16,3041.12,,0.0,66,0
448178994176,16,3041.12,,0.015625,66,0
448178994432,16,3001.2799999999997,,0.0,66,0
448178994688,16,3001.2799999999997,,0.0,66,0
448178994944,16,3001.2799999999997,,0.015625,66,0
448178995200,16,2748.96,,0.015625,66,0
448178995456,16,2748.96,,0.0,66,0
448178995712,16,2748.96,,0.015625,67,0
448178995968,16,2589.6,,0.0,66,0
448178996224,17,2589.6,,0.0,66,0
448178996480,17,2589.6,,0.0,66,0
448178996736,17,3001.2799999999997,,0.0,66,0
448178996992,19,3001.2799999999997,,0.0,67,0
448178997248,20,3466.08,,0.0,67,0
448178997504,20,3466.08,,0.0,67,0
448178997760,21,3466.08,,0.0,68,0
448178998016,21,3612.16,,0.0,68,0
448178998272,20,3612.16,,0.0,68,0
448178998528,20,3612.16,,0.0,68,0
448178998784,20,3798.08,,0.0,67,0
448178999040,20,3798.08,,0.0,68,0
448178999296,20,3798.08,,0.0,68,0
448178999552,21,4116.8,,0.0,68,0
448178999808,21,4116.8,,0.0,68,0
448179000064,21,4116.8,,0.0,68,0
448179000320,20,3984.0,,0.0,68,0
448179000576,20,3984.0,,0.0,68,0
448179000832,20,3984.0,,0.0,68,0
448179001088,20,4010.56,,0.0,68,0
448179001344,20,4010.56,,0.0,67,0
448179001600,20,4010.56,,0.0,67,0
448179001856,21,4010.56,,0.0,67,0
448179002112,20,3731.68,,0.0,67,0
448179002368,20,3731.68,,0.015625,67,0
448179002624,20,3904.3199999999997,,0.015625,68,0
448179002880,20,3904.3199999999997,,0.015625,68,0
448179003136,20,3904.3199999999997,,0.015625,68,0
448179003392,20,3904.3199999999997,,0.015625,68,0
448179003648,20,3572.3199999999997,,0.015625,68,0
448179003904,19,3572.3199999999997,,0.015625,68,0
448179004160,19,3572.3199999999997,,0.015625,68,0
448179004416,19,3492.64,,0.015625,68,0
448179004672,19,3492.64,,0.0,68,0
448179004928,19,3492.64,,0.015625,69,0
448179005184,19,3346.56,,0.015625,69,0
448179005440,19,3346.56,,0.015625,69,0
448179005696,19,3346.56,,0.0,69,0
448179005952,19,3187.2,,0.0,68,0
448179006208,19,3187.2,,0.0,68,0
448179006464,19,3187.2,,0.0,68,0
448179006720,20,3187.2,,0.0,68,0
448179006976,19,2881.7599999999998,,0.0,67,0
448179007232,19,2881.7599999999998,,0.0,67,0
448179007488,19,2881.7599999999998,,0.0,67,0
448179007744,19,2908.3199999999997,,0.0,67,0
448179008000,19,2908.3199999999997,,0.0,67,0
448179008256,19,2908.3199999999997,,0.0,67,0
448179008512,19,2509.92,,0.015625,66,0
448179008768,19,2509.92,,0.0,67,0
448179009024,19,2509.92,,0.015625,67,0
448179009280,19,2722.4,,0.0,67,0
448179009536,19,2722.4,,0.0,68,0
448179009792,19,2722.4,,0.0,68,0
448179010048,19,2722.4,,0.0,69,0
448179010304,19,3173.92,,0.0,70,0
448179010560,19,3173.92,,0.0,70,0
448179010816,19,3333.2799999999997,,0.0,71,0
448179011072,18,3333.2799999999997,,0.0,72,0
448179011328,18,3333.2799999999997,,0.0,72,0
448179011584,19,3505.9199999999996,,0.0,72,0
448179011840,19,3505.9199999999996,,0.0,72,0
448179012096,19,3505.9199999999996,,0.0,72,0
448179012352,19,3784.7999999999997,,0.015625,72,0
448179012608,19,3784.7999999999997,,0.0,72,0
448179012864,20,3784.7999999999997,,0.0,72,0
448179013120,20,4010.56,,0.0,71,0
448179013376,20,4010.56,,0.0,71,0
448179013632,20,4010.56,,0.0,70,0
448179013888,20,4010.56,,0.0,69,0
448179014144,20,4010.56,,0.0,69,0
448179014400,20,3957.4399999999996,,0.0,69,0
448179014656,19,3957.4399999999996,,0.0,68,0
448179014912,18,3957.4399999999996,2.0,0.015625,68,0
448179015168,17,3957.4399999999996,,0.01953125,68,0
448179015424,17,4050.3999999999996,,0.0,68,0
448179015680,17,4050.3999999999996,,0.0,68,0
448179015936,18,4050.3999999999996,,0.0,68,0
448179016192,18,3837.9199999999996,,0.0,68,0
448179016448,18,3837.9199999999996,,0.0,68,0
448179016704,18,3837.9199999999996,,0.0,68,0
448179016960,18,3665.2799999999997,,0.0,68,0
448179017216,18,3665.2799999999997,,0.0,68,0
448179017472,18,3665.2799999999997,,0.0,68,0
448179017728,17,3532.48,,0.0,68,0
448179017984,17,3532.48,,0.0,68,0
448179018240,17,3532.48,,0.015625,69,0
448179018496,17,3585.6,,0.0,69,0
448179018752,17,3585.6,,0.0,68,0
448179019008,17,3585.6,,0.0,69,0
448179019264,17,3373.12,,0.015625,68,0
448179019520,17,3373.12,,0.015625,68,0
448179019776,17,3373.12,,0.015625,69,0
448179020032,17,3359.8399999999997,,0.0,69,0
448179020288,18,3359.8399999999997,,0.0,69,0
448179020544,19,3359.8399999999997,,0.015625,69,0
448179020800,20,3014.56,,0.0,69,0
448179021056,19,3014.56,,0.0,69,0
448179021312,19,3014.56,,0.0,69,0
448179021568,19,3014.56,,0.0,69,0
448179021824,19,3014.56,,0.0,68,0
448179022080,19,3014.56,,0.0,68,0
448179022336,19,2629.44,,0.0,68,0
448179022592,18,2629.44,,0.0,68,0
448179022848,17,2629.44,,0.015625,68,0
448179023104,17,2629.44,,0.0,68,0
448179023360,17,2629.44,,0.015625,68,0
448179023616,18,2629.44,,0.0,68,0
448179023872,18,2722.4,,0.0,68,0
448179024128,18,2722.4,,0.015625,68,0
448179024384,18,2722.4,,0.015625,68,0
448179024640,17,2881.7599999999998,,0.0,68,0
448179024896,17,2881.7599999999998,,0.0,68,0
448179025152,17,2881.7599999999998,,0.0,68,0
448179025408,18,2788.7999999999997,,0.0,68,0
448179025664,18,2788.7999999999997,,0.0,67,0
448179025920,18,2788.7999999999997,,0.0,68,0
448179026176,17,2589.6,,0.0,68,0
448179026432,17,2589.6,,0.0,68,0
448179026688,17,2589.6,,0.015625,68,0
448179026944,17,2788.7999999999997,,0.015625,68,0
448179027200,18,2788.7999999999997,,0.0,67,0
448179027456,18,2788.7999999999997,,0.0,67,0
448179027712,18,3107.52,,0.0,67,0
448179027968,19,3107.52,,0.0,67,0
448179028224,19,3107.52,,0.0,67,0
448179028480,20,3107.52,,0.0,67,0
448179028736,19,2895.04,,0.0,67,0
448179028992,19,2895.04,,0.0,67,0
448179029248,19,2895.04,,0.0,67,0
448179029504,19,2802.08,,0.0,67,0
448179029760,19,2802.08,,0.0,67,0
448179030016,19,2802.08,,0.0,67,0
448179030272,19,2682.56,,0.0,67,0
448179030528,19,2682.56,,0.0,67,0
448179030784,19,2682.56,,0.0,67,0
448179031040,19,2748.96,,0.0,67,0
448179031296,19,2748.96,,0.0,67,0
448179031552,20,2974.72,,0.0,67,0
448179031808,20,2974.72,,0.0,68,0
448179032064,20,2974.72,,0.0,68,0
448179032320,20,2656.0,,0.015625,68,0
448179032576,20,2656.0,,0.0,68,0
448179032832,20,2656.0,,0.0,68,0
448179033088,20,3266.8799999999997,,0.0,68,0
448179033344,20,3266.8799999999997,,0.0,68,0
448179033600,20,3266.8799999999997,,0.0,68,0
448179033856,20,3678.56,,0.0,68,0
448179034112,20,3678.56,,0.0,68,0
448179034368,20,3678.56,,0.0,68,0
448179034624,20,3678.56,,0.0,68,0
448179034880,20,3705.12,,0.0,68,0
448179035136,20,3705.12,,0.0,69,0
448179035392,20,3598.8799999999997,,0.015625,70,0
448179035648,20,3598.8799999999997,,0.015625,70,0
448179035904,21,3598.8799999999997,,0.0,71,0
448179036160,21,6241.599999999999,,0.0,72,0
448179036416,21,6241.599999999999,,0.0,71,0
448179036672,20,6241.599999999999,,0.0,71,0
448179036928,20,6241.599999999999,,0.015625,71,0
448179037184,20,6241.599999999999,,0.0,70,0
448179037440,20,6241.599999999999,,0.0,70,0
448179037696,20,5391.679999999999,,0.0,70,0
448179037952,19,5391.679999999999,,0.0,70,0
448179038208,18,5391.679999999999,,0.0,70,0
448179038464,18,5391.679999999999,,0.0,70,0
448179038720,18,5126.08,,0.0,69,0
448179038976,17,5126.08,,0.0,68,0
448179039232,17,4621.44,,0.0,68,0
448179039488,17,4621.44,,0.0,67,0
448179039744,18,4621.44,,0.0,67,0
448179040000,18,4621.44,,0.0,67,0
448179040256,18,4355.84,,0.0,67,0
448179040512,17,4355.84,,0.0,68,0
448179040768,17,4355.84,,0.0,68,0
448179041024,17,4369.12,,0.0,69,0
448179041280,17,4369.12,,0.0,69,0
448179041536,17,4369.12,,0.0,69,0
448179041792,17,4302.719999999999,,0.0,69,0
448179042048,17,4302.719999999999,,0.0,69,0
448179042304,17,2403.68,,0.015625,70,0
448179042560,17,2403.68,,0.0,70,0
448179042816,17,2403.68,,0.015625,70,0
448179043072,17,2403.68,,0.0,70,0
448179043328,17,2403.68,,0.0,70,0
448179043584,17,2403.68,,0.0,70,0
448179043840,17,2496.64,,0.015625,69,0
448179044096,17,2496.64,,0.0,69,0
448179044352,17,2496.64,,0.0,68,0
448179044608,17,2496.64,,0.0,68,0
448179044864,17,2509.92,,0.0,68,0
448179045120,17,2509.92,,0.015625,68,0
448179045376,17,2563.04,,0.0,67,0
448179045632,17,2563.04,,0.0,67,0
448179045888,17,2563.04,,0.0,67,0
448179046144,17,2629.44,,0.015625,67,0
448179046400,18,2629.44,,0.015625,67,0
448179046656,18,2629.44,,0.015625,67,0
448179046912,18,2629.44,,0.015625,67,0
448179047168,18,2868.48,,0.015625,67,0
448179047424,18,2868.48,,0.015625,68,0
448179047680,18,2868.48,,0.015625,68,0
448179047936,17,3187.2,,0.015625,69,0
448179048192,17,3187.2,,0.015625,69,0
448179048448,17,3094.24,,0.0,69,0
448179048704,18,3094.24,,0.015625,70,0
448179048960,18,3094.24,,0.015625,70,0
448179049216,18,3094.24,,0.01953125,71,0
448179049472,18,3705.12,,0.015625,71,0
448179049728,19,3705.12,,0.015625,71,0
448179049984,19,3705.12,,0.015625,72,0
448179050240,20,3917.6,,0.015625,72,0
448179050496,20,3917.6,,0.0,72,0
448179050752,20,4223.04,,0.015625,72,0
448179051008,20,4223.04,,0.015625,72,0
448179051264,20,4223.04,,0.0,72,0
448179051520,20,4408.96,,0.0,72,0
448179051776,20,4408.96,,0.0,73,0
448179052032,20,4408.96,,0.0,73,0
448179052288,20,4408.96,,0.0,74,0
448179052544,20,4408.96,,0.015625,74,0
448179052800,20,4156.639999999999,,0.0,75,0
448179053056,19,4156.639999999999,,0.0,75,0
448179053312,18,4156.639999999999,,0.0,75,0
448179053568,18,4050.3999999999996,,0.0,76,0
448179053824,18,4050.3999999999996,,0.0,76,0
448179054080,18,4050.3999999999996,,0.0,76,0
448179054336,19,4183.2,,0.0,77,0
448179054592,19,4183.2,,0.0,78,0
448179054848,19,4183.2,,0.0,78,0
448179055104,19,4289.44,,0.015625,78,0
448179055360,19,4289.44,,0.015625,78,0
448179055616,19,4289.44,,0.0,77,0
448179055872,19,4568.32,,0.0,77,0
448179056128,19,4568.32,,0.0,76,0
448179056384,19,4568.32,,0.0,75,0
448179056640,19,4342.5599999999995,,0.0,74,0
448179056896,19,4342.5599999999995,,0.0,73,0
448179057152,19,4342.5599999999995,,0.0,72,0
448179057408,19,4156.639999999999,,0.0,72,0
448179057664,18,4156.639999999999,,0.0,71,0
448179057920,18,4156.639999999999,,0.0,70,0
448179058176,19,4395.679999999999,,0.015625,70,0
448179058432,19,4395.679999999999,,0.0,69,0
448179058688,20,4395.679999999999,,0.0,68,0
448179058944,20,4395.679999999999,,0.0,68,0
448179059200,20,4462.08,,0.015625,67,0
448179059456,20,4462.08,,0.0,67,0
448179059712,19,4462.08,,0.015625,67,0
448179059968,19,4010.56,,0.015625,67,0
448179060224,19,4010.56,,0.0,67,0
448179060480,19,4010.56,,0.0,67,0
448179060736,19,4076.9599999999996,,0.0,67,0
448179060992,19,4076.9599999999996,,0.0,67,0
448179061248,19,4076.9599999999996,,0.0,67,0
448179061504,19,3837.9199999999996,,0.0,67,0
448179061760,19,3837.9199999999996,,0.0,67,0
448179062016,19,3837.9199999999996,,0.0,67,0
448179062272,18,3837.9199999999996,,0.0,67,0
448179062528,18,3837.9199999999996,,0.015625,67,0
448179062784,18,3612.16,,0.015625,67,0
448179063040,18,3612.16,,0.0,67,0
448179063296,17,3652.0,,0.0,67,0
448179063552,17,3652.0,,0.0,67,0
448179063808,18,3652.0,,0.0,67,0
448179064064,18,3612.16,,0.0,67,0
448179064320,18,3612.16,,0.015625,67,0
448179064576,18,3612.16,,0.0,67,0
448179064832,18,3612.16,,0.0,67,0
448179065088,18,3160.64,,0.0,67,0
448179065344,18,3160.64,,0.0,67,0
448179065600,18,3160.64,,0.0,67,0
448179065856,18,3439.52,,0.0,67,0
448179066112,18,3439.52,,0.0,67,0
448179066368,18,3439.52,,0.0,67,0
448179066624,19,3200.48,,0.0,67,0
448179066880,19,3200.48,,0.0,67,0
448179067136,19,3359.8399999999997,,0.0,67,0
448179067392,19,3359.8399999999997,,0.0,67,0
448179067648,19,3359.8399999999997,,0.015625,67,0
448179067904,19,3559.04,,0.0,67,0
448179068160,20,3559.04,,0.0,67,0
448179068416,21,3559.04,,0.0,67,0
448179068672,21,3306.72,,0.0,67,0
448179068928,20,3306.72,,0.0,67,0
448179069184,20,3306.72,,0.0,67,0
448179069440,20,3306.72,,0.0,67,0
448179069696,20,3067.68,,0.0,67,0
448179069952,20,3067.68,,0.0,67,0
448179070208,20,3067.68,,0.0,67,0
448179070464,20,3200.48,,0.0,67,0
448179070720,20,3200.48,,0.015625,67,0
448179070976,20,3200.48,,0.0,67,0
448179071232,20,2934.8799999999997,,0.0,67,0
448179071488,19,2934.8799999999997,,0.0,66,0
448179071744,19,2934.8799999999997,,0.0,66,0
448179072000,19,2841.92,,0.0,66,0
448179072256,19,2841.92,,0.0,66,0
448179072512,19,2841.92,,0.0,66,0
448179072768,19,2536.48,,0.0,66,0
448179073024,19,2536.48,,0.0,66,0
448179073280,19,2536.48,,0.0,66,0
448179073536,19,2377.12,,0.0,66,0
448179073792,19,2377.12,,0.0,66,0
448179074048,19,2377.12,,0.0,66,0
448179074304,19,2337.2799999999997,,0.0,66,0
448179074560,19,2337.2799999999997,,0.0,66,0
448179074816,19,2337.2799999999997,,0.015625,65,0
448179075072,19,2297.44,,0.0,66,0
448179075328,19,2297.44,,0.015625,66,0
448179075584,19,2297.44,,0.0,66,0
448179075840,20,3240.3199999999997,,0.015625,66,0
448179076096,20,3240.3199999999997,,0.015625,66,0
448179076352,20,3240.3199999999997,,0.0,66,0
448179076608,20,3187.2,,0.0,66,0
448179076864,20,3187.2,,0.015625,66,0
448179077120,20,3187.2,,0.01953125,67,0
448179077376,20,3652.0,,0.015625,67,0
448179077632,20,3652.0,,0.015625,67,0
448179077888,20,3652.0,,0.015625,68,0
448179078144,20,4063.68,,0.0,69,0
448179078400,20,4063.68,,0.015625,70,0
448179078656,20,4063.68,,0.0,70,0
448179078912,20,4727.679999999999,,0.0,70,0
448179079168,20,4727.679999999999,,0.015625,70,0
448179079424,20,4727.679999999999,,0.0,70,0
448179079680,20,4754.24,,0.015625,70,0
448179079936,20,4754.24,,0.0,69,0
448179080192,20,4754.24,,0.0,70,0
448179080448,20,5046.4,,0.0,70,0
448179080704,20,5046.4,,0.0,69,0
448179080960,20,5046.4,,0.0,69,0
448179081216,20,4183.2,,0.015625,69,0
448179081472,20,4183.2,,0.015625,69,0
448179081728,20,4289.44,,0.0,68,0
448179081984,20,4289.44,,0.0,68,0
448179082240,21,4289.44,,0.0,68,0
448179082496,21,3824.64,,0.0,67,0
448179082752,21,3824.64,,0.015625,67,0
448179083008,21,3824.64,,0.0,67,0
448179083264,20,3519.2,,0.0,68,0
448179083520,20,3519.2,,0.015625,68,0
448179083776,20,3519.2,,0.01953125,68,0
448179084032,20,3492.64,,0.015625,68,0
448179084288,20,3492.64,,0.015625,68,0
448179084544,20,3492.64,,0.0,68,0
448179084800,20,3492.64,,0.0,68,0
448179085056,20,4156.639999999999,,0.0,68,0
448179085312,20,4156.639999999999,,0.0,68,0
448179085568,20,4156.639999999999,,0.0,69,0
448179085824,20,3944.16,,0.015625,69,0
448179086080,20,4555.04,,0.015625,69,0
448179086336,21,4555.04,,0.015625,69,0
448179086592,21,4555.04,,0.015625,69,0
448179086848,21,4555.04,,0.0,69,0
448179087104,21,4555.04,,0.0,69,0
448179087360,21,4555.04,,0.0,69,0
448179087616,21,4555.04,,0.0,69,0
448179087872,21,4555.04,,0.0,69,0
448179088128,21,4555.04,,0.0,69,0
448179088384,21,4555.04,,0.015625,69,0
448179088640,20,3466.08,,0.01953125,69,0
448179088896,18,3466.08,,0.015625,69,0
448179089152,16,3466.08,,0.015625,69,0
448179089408,15,3851.2,,0.0,69,0
448179089664,16,3851.2,,0.0,69,0
448179089920,16,3917.6,,0.0,69,0
448179090176,16,3917.6,,0.0,69,0
448179090432,17,3492.64,,0.0,69,0
448179090688,17,3492.64,,0.0,70,0
448179090944,17,3492.64,,0.0,70,0
448179091200,17,2948.16,,0.015625,70,0
448179091456,17,2948.16,,0.015625,70,0
448179091712,18,3147.3599999999997,,0.0,70,0
448179091968,18,3147.3599999999997,,0.01953125,70,0
448179092224,18,3147.3599999999997,,0.01953125,70,0
448179092480,18,2669.2799999999997,,0.015625,70,0
448179092736,18,2669.2799999999997,,0.0,70,0
448179092992,18,3877.7599999999998,,0.0,70,0
448179093248,22,3877.7599999999998,,0.0,70,0
448179093504,25,3625.4399999999996,,0.0234375,71,0
448179093760,26,3625.4399999999996,,0.01953125,71,0
448179094016,25,3625.4399999999996,,0.015625,71,0
448179094272,25,3638.72,,0.015625,71,0
448179094528,24,3638.72,,0.0,72,0
448179094784,24,3864.48,,0.0,71,0
448179095040,24,3864.48,,0.015625,71,0
448179095296,25,4276.16,,0.015625,71,0
448179095552,26,4156.639999999999,,0.015625,71,0
448179095808,27,4156.639999999999,,0.0,71,0
448179096064,27,4156.639999999999,,0.0,71,0
448179096320,27,4143.36,,0.0,71,0
448179096576,28,4143.36,,0.0,71,0
448179096832,28,4023.8399999999997,,0.015625,71,0
448179097088,28,4023.8399999999997,,0.015625,71,0
448179097344,28,3638.72,,0.0,70,0
448179097600,29,3638.72,,0.0,70,0
448179097856,29,3638.72,,0.01953125,70,0
448179098112,29,3771.52,,0.0,70,0
448179098368,28,3771.52,,0.0,70,0
448179098624,27,3744.96,,0.0,71,0
448179098880,27,3744.96,,0.0,71,0
448179099136,27,3744.96,,0.0,72,0
448179099392,27,4236.32,,0.0,72,0
448179099648,26,4236.32,,0.015625,73,0
448179099904,25,4236.32,,0.0,73,0
448179100160,25,4820.639999999999,,0.0,73,0
448179100416,24,4820.639999999999,,0.015625,73,0
448179100672,24,4820.639999999999,,0.015625,73,0
448179100928,24,4820.639999999999,,0.0,73,0
448179101184,24,4820.639999999999,,0.0,74,0
448179101440,23,4196.48,,0.015625,74,0
448179101696,22,4196.48,,0.0,73,0
448179101952,21,4196.48,,0.0,73,0
448179102208,20,4395.679999999999,,0.0,72,0
448179102464,20,4395.679999999999,,0.015625,71,0
448179102720,20,4395.679999999999,,0.0,70,0
448179102976,20,4395.679999999999,,0.015625,70,0
448179103232,20,4395.679999999999,,0.015625,69,0
448179103488,20,3917.6,,0.0,69,0
448179103744,18,3917.6,,0.0,69,0
448179104000,17,3917.6,,0.015625,69,0
448179104256,17,3917.6,,0.015625,69,0
448179104512,17,3771.52,,0.0,69,0
448179104768,17,3771.52,,0.0,68,0
448179105024,17,3771.52,,0.0,68,0
448179105280,17,3771.52,,0.0,68,0
448179105536,17,3771.52,,0.0,68,0
448179105792,16,3412.96,,0.015625,68,0
448179106048,16,3280.16,,0.015625,69,0
448179106304,16,3280.16,,0.015625,70,0
448179106560,16,3280.16,,0.0,70,0
448179106816,16,3280.16,,0.0,70,0
448179107072,16,3280.16,,0.0,71,0
448179107328,16,2682.56,,0.0,70,0
448179107584,15,2682.56,,0.0,70,0
448179107840,15,3067.68,,0.0,70,0
448179108096,16,3067.68,,0.0,70,0
448179108352,17,3120.7999999999997,,0.0,70,0
448179108608,18,3904.3199999999997,,0.015625,70,0
448179108864,19,3904.3199999999997,,0.015625,70,0
448179109120,20,3904.3199999999997,,0.0,70,0
448179109376,21,4037.12,,0.0,71,0
